"","index","airport","city","country","IATA","ICAO","latitude","longitude","altitude","timezone","DST","tz_database","type","source"
"746",761,"Roth Airport","Roth","Germany","\N","ETHR",49.2174987792969,11.1001996994019,1268,"1","E","Europe/Berlin","airport","OurAirports"
"747",762,"Fassberg Air Base","Fassberg","Germany","\N","ETHS",52.919399,10.185827,245,"1","E","Europe/Berlin","airport","OurAirports"
"748",763,"Grafenwohr Army Air Field","Grafenwoehr","Germany","\N","ETIC",49.6986999511719,11.9401998519897,1363,"1","E","Europe/Berlin","airport","OurAirports"
"749",764,"Hanau Army Air Field","Hanau","Germany","ZNF","ETID",50.169201,8.96159,368,"1","E","Europe/Berlin","airport","OurAirports"
"750",765,"Hohenfels Army Air Field","Hohenfels","Germany","\N","ETIH",49.2181015014648,11.8360996246338,1455,"1","E","Europe/Berlin","airport","OurAirports"
"751",766,"Kitzingen Army Air Field","Kitzingen","Germany","\N","ETIN",49.7430992126465,10.2005996704102,689,"1","E","Europe/Berlin","airport","OurAirports"
"752",767,"Nordholz Naval Airbase","Nordholz","Germany","\N","ETMN",53.7677001953,8.65849971771,74,"1","E","Europe/Berlin","airport","OurAirports"
"753",768,"Diepholz Air Base","Diepholz","Germany","\N","ETND",52.585556,8.342222,128,"1","E","Europe/Berlin","airport","OurAirports"
"754",769,"Geilenkirchen Air Base","Geilenkirchen","Germany","GKE","ETNG",50.9608,6.04242,296,"1","E","Europe/Berlin","airport","OurAirports"
"755",770,"Hohn Airport","Hohn","Germany","\N","ETNH",54.312198638916,9.53816986083984,39,"1","E","Europe/Berlin","airport","OurAirports"
"756",771,"Jever Air Base","Jever","Germany","\N","ETNJ",53.533501,7.88867,24,"1","E","Europe/Berlin","airport","OurAirports"
"757",772,"Rostock-Laage Airport","Laage","Germany","RLG","ETNL",53.9182014465,12.2783002853,138,"1","E","Europe/Berlin","airport","OurAirports"
"758",773,"Nörvenich Air Base","Noervenich","Germany","\N","ETNN",50.8312,6.65817,386,"1","E","Europe/Berlin","airport","OurAirports"
"759",774,"Schleswig Air Base","Schleswig","Germany","\N","ETNS",54.459301,9.51633,70,"1","E","Europe/Berlin","airport","OurAirports"
"760",775,"Wittmundhafen Airport","Wittmundhafen","Germany","\N","ETNT",53.5477981567383,7.66732978820801,26,"1","E","Europe/Berlin","airport","OurAirports"
"761",777,"Wunstorf Air Base","Wunstorf","Germany","\N","ETNW",52.457298,9.42717,187,"1","E","Europe/Berlin","airport","OurAirports"
"762",778,"Vilseck Army Air Field","Vilseck","Germany","\N","ETOI",49.6335983276367,11.7672004699707,1353,"1","E","Europe/Berlin","airport","OurAirports"
"763",779,"Coleman Army Air Field","Coleman","Germany","\N","ETOR",49.5635986328125,8.4633903503418,309,"1","E","Europe/Berlin","airport","OurAirports"
"764",780,"Wiesbaden Army Airfield","Wiesbaden","Germany","\N","ETOU",50.0498008728027,8.32540035247803,461,"1","E","Europe/Berlin","airport","OurAirports"
"765",781,"Landsberg Lech Air Base","Landsberg","Germany","\N","ETSA",48.070599,10.906,2044,"1","E","Europe/Berlin","airport","OurAirports"
"766",782,"Büchel Air Base","Buechel","Germany","\N","ETSB",50.1738014221,7.06333017349,1568,"1","E","Europe/Berlin","airport","OurAirports"
"767",783,"Erding Airport","Erding","Germany","\N","ETSE",48.3222999572754,11.9486999511719,1515,"1","E","Europe/Berlin","airport","OurAirports"
"768",784,"Fürstenfeldbruck Airport","Fuerstenfeldbruck","Germany","FEL","ETSF",48.2055549621582,11.2669439315796,1703,"1","E","Europe/Berlin","airport","OurAirports"
"769",785,"Holzdorf Air Base","Holzdorf","Germany","\N","ETSH",51.767799,13.1677,265,"1","E","Europe/Berlin","airport","OurAirports"
"770",786,"Ingolstadt Manching Airport","Ingolstadt","Germany","IGS","ETSI",48.7156982421875,11.5340003967285,1202,"1","E","Europe/Berlin","airport","OurAirports"
"771",787,"Lechfeld Airport","Lechfeld","Germany","\N","ETSL",48.1855010986328,10.8612003326416,1822,"1","E","Europe/Berlin","airport","OurAirports"
"772",788,"Neuburg AFB","Neuburg","Germany","\N","ETSN",48.710999,11.2115,1249,"1","E","Europe/Berlin","airport","OurAirports"
"773",789,"Gütersloh Air Base","Guetersloh","Germany","GUT","ETUO",51.922798,8.30633,236,"1","E","Europe/Berlin","airport","OurAirports"
"3756",3986,"Memmingen Allgau Airport","Memmingen","Germany","FMM","EDJA",47.9888000488,10.2395000458,2077,"1","E","Europe/Berlin","airport","OurAirports"
"3912",4165,"Aachen-Merzbrück Airport","Aachen","Germany","AAH","EDKA",50.823055267334,6.18638896942139,623,"1","E","Europe/Berlin","airport","OurAirports"
"3913",4166,"Karlsruhe Baden-Baden Airport","Karlsruhe/Baden-Baden","Germany","FKB","EDSB",48.7793998718,8.08049964905,408,"1","E","Europe/Berlin","airport","OurAirports"
"3942",4198,"Weeze Airport","Weeze","Germany","NRN","EDLV",51.6024017334,6.14216995239,106,"1","E","Europe/Berlin","airport","OurAirports"
"3950",4207,"Norden-Norddeich Airport","Norden","Germany","NOE","EDWS",53.6330566406,7.19027805328,3,"1","E","Europe/Berlin","airport","OurAirports"
"3951",4208,"Juist Airport","Juist","Germany","JUI","EDWJ",53.6811103820801,7.055832862854,7,"1","E","Europe/Berlin","airport","OurAirports"
"4239",5557,"Heringsdorf Airport","Heringsdorf","Germany","HDF","EDAH",53.8787002563,14.152299881,93,"1","E","Europe/Berlin","airport","OurAirports"
"4240",5558,"Heide-Büsum Airport","Büsum","Germany","HEI","EDXB",54.1533317566,8.90166664124,7,"1","E","Europe/Berlin","airport","OurAirports"
"4241",5559,"Helgoland-Düne Airport","Helgoland","Germany","HGL","EDXH",54.1852798462,7.91583299637,8,"1","E","Europe/Berlin","airport","OurAirports"
"5025",6423,"Rügen Airport","Ruegen","Germany","GTI","EDCG",54.3833312988,13.3255558014,69,"1","U","Europe/Berlin","airport","OurAirports"
"5038",6450,"Tannheim Airport","Tannheim","Germany","\N","EDMT",48.0099983215,10.098610878,1903,"1","E","Europe/Berlin","airport","OurAirports"
"5056",6489,"Bienenfarm Airport","Nauen","Germany","\N","EDOI",52.6616668701172,12.7458333969116,131,"1","E","Europe/Berlin","airport","OurAirports"
"5068",6522,"Uetersen/Heist Airport","Uetersen","Germany","\N","EDHE",53.6463890075684,9.70416736602783,23,"1","E","Europe/Berlin","airport","OurAirports"
"5150",6798,"Weser-Wümme Airport","Hellwege","Germany","\N","EDWM",53.0538902282715,9.20861053466797,59,"1","E","Europe/Berlin","airport","OurAirports"
"5167",6830,"Flugplatz Finsterwalde/Heinrichsruh","Finsterwalde","Germany","\N","EDAS",51.634445,13.675556,384,"1","E","Europe/Berlin","airport","OurAirports"
"5174",6840,"Dinslaken/Schwarze Heide Airport","Dinslaken","Germany","\N","EDLD",51.616112,6.865278,217,"1","E","Europe/Berlin","airport","OurAirports"
"5175",6841,"Höxter-Holzminden Airport","Hoexter Holzminden","Germany","\N","EDVI",51.8066673278809,9.37833309173584,1263,"1","E","Europe/Berlin","airport","OurAirports"
"5209",6910,"Harle Airport","Harlesiel","Germany","\N","EDXP",53.7066688537598,7.82027816772461,7,"1","E","Europe/Berlin","airport","OurAirports"
"5210",6911,"Wangerooge Airport","Wangerooge","Germany","AGE","EDWG",53.7827796936035,7.91388893127441,7,"1","E","Europe/Berlin","airport","OurAirports"
"5253",6975,"Langeoog Airport","Langeoog","Germany","LGO","EDWL",53.7425003051758,7.49777793884277,7,"1","E","Europe/Berlin","airport","OurAirports"
"5296",7047,"Whiting Field Naval Air Station South Airport","Cuxhaven","Germany","NDZ","KNDZ",53.767312,8.658202,177,"-6","E","Europe/Berlin","airport","OurAirports"
"5363",7134,"Nabern/Teck Airport","Kirchheim-Teck","Germany","\N","EDTN",48.61277771,9.47722244263,1214,"1","E","Europe/Berlin","airport","OurAirports"
"5606",7538,"Würzburg-Schenkenturm Airport","Wuerzburg","Germany","\N","EDFW",49.8177795410156,9.89750003814697,991,"1","E","Europe/Berlin","airport","OurAirports"
"5608",7544,"Hopsten Air Base","Hopsten","Germany","\N","ETNP",52.3386993408203,7.54132986068726,423,"1","E","Europe/Berlin","airport","OurAirports"
"5720",7726,"Linkenheim Airport","Linkenheim","Germany","\N","EDRI",49.1416664123535,8.39472198486328,325,"1","E","Europe/Berlin","airport","OurAirports"
"5740",7787,"Engels heliport","Ebenhofen","Germany","EBE","EBEN",47.824,10.623,33,"1","E","Europe/Brussels","airport","OurAirports"
"5741",7800,"Skå-Edeby Airport","Essen","Germany","ESX","ESSE",51.455616,7.011018,0,"1","E","Europe/Berlin","airport","OurAirports"
"5776",7855,"Roitzschjora Airport","Roitzschjora","Germany","\N","EDAW",51.5777778625488,12.4944438934326,289,"1","U","Europe/Berlin","airport","OurAirports"
"5797",7893,"Nannhausen Airport","Nannhausen","Germany","\N","EDRN",49.9702796936,7.47916698456,1224,"1","E","Europe/Berlin","airport","OurAirports"
"5800",7903,"Marl-Loemühle Airport","Recklinghausen","Germany","\N","EDLM",51.647202,7.16333,240,"1","U","Europe/Berlin","airport","OurAirports"
"5802",7905,"Lahr Airport","Lahr","Germany","LHA","EDTL",48.3693008423,7.82772016525,511,"1","E","Europe/Berlin","airport","OurAirports"
"5811",7918,"Regensburg-Oberhub Airport","Regensburg","Germany","\N","EDNR",49.1419448852539,12.0819444656372,1299,"1","E","Europe/Berlin","airport","OurAirports"
"5819",7933,"Cochstedt Airport","Cochstedt","Germany","CSO","EDBC",51.8563995361,11.42029953,594,"1","E","Europe/Berlin","airport","OurAirports"
"5847",8006,"Landshut Airport","Landshut","Germany","\N","EDML",48.5116653442383,12.033332824707,1312,"1","E","Europe/Berlin","airport","OurAirports"
"5848",8007,"Itzehoe/Hungriger Wolf Airport","Itzehoe","Germany","\N","EDHF",53.9944458007812,9.57861137390137,89,"1","E","Europe/Berlin","airport","OurAirports"
"5855",8035,"Allstedt Airport","Allstedt","Germany","\N","EDBT",51.3805541992188,11.4466667175293,932,"1","E","Europe/Berlin","airport","OurAirports"
"5857",8039,"Peine-Eddesse Airport","Peine","Germany","\N","EDVP",52.4025001526,10.2288894653,249,"1","E","Europe/Berlin","airport","OurAirports"
"5864",8054,"Spremberg-Welzow Airport","Welzow","Germany","\N","EDCY",51.5755577087402,14.1369438171387,374,"1","E","Europe/Berlin","airport","OurAirports"
"5877",8085,"Rotenburg (Wümme) Airport","Rotenburg Wuemme","Germany","\N","EDXQ",53.1283340454102,9.34861087799072,98,"1","E","Europe/Berlin","airport","OurAirports"
"5878",8086,"Wipperfürth-Neye Airport","Wipperfuerth","Germany","\N","EDKN",51.1241683959961,7.37361097335815,863,"1","E","Europe/Berlin","airport","OurAirports"
"5879",8087,"Osnabrück-Atterheide Airport","Osnabrueck","Germany","\N","EDWO",52.2863883972168,7.96972179412842,285,"1","E","Europe/Berlin","airport","OurAirports"
"5880",8088,"Flugplatz Ballenstedt","Ballenstedt","Germany","\N","EDCB",51.745834,11.229722,535,"1","E","Europe/Berlin","airport","OurAirports"
"5881",8089,"Hartenholm Airport","Hasenmoor","Germany","\N","EDHM",53.9150009155273,10.0355558395386,108,"1","E","Europe/Berlin","airport","OurAirports"
"5882",8090,"Ganderkesee Atlas Airfield Airport","Ganderkesee","Germany","\N","EDWQ",53.0361099243164,8.50555610656738,95,"1","E","Europe/Berlin","airport","OurAirports"
